2228,N
2229,N
2230,N
2231,IE
2232,IE
2233,EI
2234,IE
2235,IE
2236,EI
2237,N
2238,N
2239,N
2240,N
2241,N
2242,EI
2243,N
2244,N
2245,IE
2246,EI
2247,EI
2248,N
2249,EI
2250,N
2251,N
2252,EI
2253,N
2254,N
2255,EI
2256,N
2257,N
2258,N
2259,N
2260,EI
2261,IE
2262,EI
2263,N
2264,EI
2265,N
2266,N
2267,EI
2268,N
2269,N
2270,N
2271,EI
2272,N
2273,N
2274,IE
2275,IE
2276,EI
2277,IE
2278,EI
2279,N
2280,N
2281,N
2282,EI
2283,N
2284,EI
2285,N
2286,N
2287,N
2288,N
2289,EI
2290,IE
2291,EI
2292,N
2293,EI
2294,N
2295,N
2296,N
2297,N
2298,EI
2299,EI
2300,EI
2301,N
2302,N
2303,N
2304,IE
2305,N
2306,N
2307,EI
2308,IE
2309,EI
2310,EI
2311,IE
2312,IE
2313,EI
2314,N
2315,N
2316,IE
2317,EI
2318,EI
2319,N
2320,N
2321,N
2322,EI
2323,IE
2324,N
2325,IE
2326,EI
2327,IE
2328,N
2329,N
2330,N
2331,N
2332,N
2333,IE
2334,EI
2335,EI
2336,IE
2337,N
2338,N
2339,N
2340,EI
2341,N
2342,IE
2343,IE
2344,EI
2345,N
2346,EI
2347,IE
2348,N
2349,IE
2350,EI
2351,N
2352,IE
2353,IE
2354,N
2355,N
2356,N
2357,N
2358,EI
2359,N
2360,N
2361,N
2362,N
2363,N
2364,IE
2365,N
2366,EI
2367,IE
2368,EI
2369,N
2370,EI
2371,EI
2372,EI
2373,N
2374,EI
2375,EI
2376,N
2377,N
2378,EI
2379,EI
2380,N
2381,N
2382,EI
2383,IE
2384,IE
2385,EI
2386,N
2387,IE
2388,N
2389,N
2390,EI
2391,EI
2392,EI
2393,EI
2394,N
2395,IE
2396,IE
2397,N
2398,N
2399,EI
2400,N
2401,IE
2402,IE
2403,N
2404,EI
2405,N
2406,EI
2407,N
2408,EI
2409,N
2410,N
2411,IE
2412,EI
2413,N
2414,IE
2415,EI
2416,EI
2417,EI
2418,EI
2419,N
2420,EI
2421,EI
2422,N
2423,IE
2424,IE
2425,N
2426,N
2427,EI
2428,EI
2429,IE
2430,EI
2431,N
2432,N
2433,N
2434,N
2435,N
2436,N
2437,N
2438,N
2439,EI
2440,N
2441,N
2442,N
2443,IE
2444,N
2445,N
2446,N
2447,N
2448,EI
2449,IE
2450,N
2451,IE
2452,N
2453,EI
2454,N
2455,N
2456,N
2457,IE
2458,N
2459,IE
2460,EI
2461,N
2462,IE
2463,IE
2464,N
2465,IE
2466,N
2467,N
2468,IE
2469,EI
2470,EI
2471,EI
2472,N
2473,IE
2474,IE
2475,N
2476,N
2477,N
2478,N
2479,N
2480,EI
2481,EI
2482,N
2483,EI
2484,IE
2485,N
2486,IE
2487,IE
2488,IE
2489,N
2490,N
2491,N
2492,EI
2493,N
2494,IE
2495,N
2496,IE
2497,N
2498,EI
2499,N
2500,EI
2501,N
2502,IE
2503,IE
2504,IE
2505,N
2506,EI
2507,IE
2508,N
2509,IE
2510,N
2511,N
2512,EI
2513,N
2514,IE
2515,N
2516,N
2517,IE
2518,EI
2519,N
2520,EI
2521,IE
2522,IE
2523,EI
2524,IE
2525,N
2526,N
2527,EI
2528,N
2529,N
2530,EI
2531,N
2532,N
2533,IE
2534,EI
2535,N
2536,IE
2537,N
2538,IE
2539,IE
2540,EI
2541,N
2542,IE
2543,N
2544,N
2545,IE
2546,IE
2547,EI
2548,IE
2549,N
2550,IE
2551,N
2552,N
2553,EI
2554,EI
2555,N
2556,N
2557,N
2558,N
2559,N
2560,IE
2561,IE
2562,N
2563,N
2564,EI
2565,N
2566,IE
2567,N
2568,N
2569,N
2570,N
2571,N
2572,N
2573,EI
2574,N
2575,N
2576,N
2577,N
2578,EI
2579,EI
2580,IE
2581,N
2582,EI
2583,EI
2584,IE
2585,IE
2586,EI
2587,EI
2588,N
2589,N
2590,IE
2591,N
2592,IE
2593,N
2594,EI
2595,IE
2596,EI
2597,IE
2598,EI
2599,IE
2600,N
2601,N
2602,N
2603,EI
2604,IE
2605,IE
2606,N
2607,N
2608,IE
2609,N
2610,IE
2611,IE
2612,N
2613,IE
2614,EI
2615,IE
2616,N
2617,EI
2618,EI
2619,N
2620,N
2621,EI
2622,EI
2623,IE
2624,N
2625,IE
2626,EI
2627,IE
2628,IE
2629,IE
2630,EI
2631,EI
2632,IE
2633,N
2634,N
2635,IE
2636,N
2637,EI
2638,N
2639,N
2640,N
2641,N
2642,N
2643,N
2644,EI
2645,N
2646,N
2647,IE
2648,IE
2649,IE
2650,IE
2651,N
2652,EI
2653,N
2654,N
2655,IE
2656,EI
2657,IE
2658,IE
2659,N
2660,EI
2661,IE
2662,IE
2663,N
2664,IE
2665,N
2666,N
2667,N
2668,N
2669,IE
2670,EI
2671,EI
2672,IE
2673,EI
2674,EI
2675,IE
2676,N
2677,N
2678,EI
2679,N
2680,EI
2681,N
2682,EI
2683,N
2684,IE
2685,EI
2686,IE
2687,EI
2688,IE
2689,IE
2690,IE
2691,EI
2692,N
2693,EI
2694,N
2695,N
2696,EI
2697,EI
2698,N
2699,IE
2700,N
2701,N
2702,N
2703,IE
2704,EI
2705,N
2706,N
2707,N
2708,N
2709,EI
2710,IE
2711,N
2712,EI
2713,EI
2714,N
2715,N
2716,IE
2717,N
2718,N
2719,N
2720,IE
2721,N
2722,N
2723,EI
2724,N
2725,IE
2726,EI
2727,EI
2728,IE
2729,IE
2730,IE
2731,N
2732,EI
2733,IE
2734,N
2735,IE
2736,N
2737,IE
2738,EI
2739,N
2740,N
2741,IE
2742,N
2743,N
2744,N
2745,N
2746,N
2747,N
2748,IE
2749,IE
2750,N
2751,IE
2752,EI
2753,EI
2754,IE
2755,EI
2756,EI
2757,EI
2758,EI
2759,EI
2760,N
2761,N
2762,EI
2763,N
2764,N
2765,IE
2766,N
2767,EI
2768,N
2769,N
2770,IE
2771,IE
2772,N
2773,N
2774,EI
2775,N
2776,EI
2777,EI
2778,IE
2779,IE
2780,IE
2781,EI
2782,IE
2783,N
2784,N
2785,IE
2786,IE
2787,EI
2788,N
2789,N
2790,N
2791,EI
2792,N
2793,EI
2794,N
2795,N
2796,IE
2797,N
2798,N
2799,EI
2800,N
2801,IE
2802,EI
2803,EI
2804,IE
2805,N
2806,EI
2807,N
2808,IE
2809,EI
2810,EI
2811,N
2812,N
2813,EI
2814,N
2815,IE
2816,N
2817,N
2818,N
2819,N
2820,IE
2821,N
2822,N
2823,N
2824,N
2825,EI
2826,N
2827,N
2828,EI
2829,N
2830,IE
2831,EI
2832,IE
2833,EI
2834,IE
2835,N
2836,N
2837,IE
2838,N
2839,EI
2840,N
2841,IE
2842,IE
2843,N
2844,IE
2845,N
2846,EI
2847,N
2848,EI
2849,N
2850,EI
2851,EI
2852,N
2853,N
2854,IE
2855,EI
2856,N
2857,N
2858,N
2859,N
2860,N
2861,N
2862,N
2863,IE
2864,N
2865,IE
2866,EI
2867,N
2868,N
2869,N
2870,N
2871,N
2872,EI
2873,EI
2874,EI
2875,N
2876,IE
2877,N
2878,N
2879,N
2880,EI
2881,IE
2882,IE
2883,N
2884,N
2885,EI
2886,IE
2887,N
2888,N
2889,IE
2890,N
2891,N
2892,N
2893,N
2894,N
2895,N
2896,N
2897,N
2898,IE
2899,N
2900,IE
2901,N
2902,IE
2903,N
2904,N
2905,N
2906,EI
2907,IE
2908,IE
2909,IE
2910,IE
2911,EI
2912,N
2913,N
2914,N
2915,N
2916,IE
2917,EI
2918,EI
2919,EI
2920,IE
2921,IE
2922,EI
2923,N
2924,EI
2925,IE
2926,IE
2927,IE
2928,N
2929,EI
2930,N
2931,IE
2932,N
2933,EI
2934,N
2935,N
2936,N
2937,N
2938,EI
2939,EI
2940,EI
2941,N
2942,N
2943,N
2944,N
2945,N
2946,N
2947,N
2948,N
2949,EI
2950,IE
2951,N
2952,N
2953,IE
2954,N
2955,N
2956,N
2957,N
2958,N
2959,EI
2960,N
2961,EI
2962,N
2963,IE
2964,N
2965,IE
2966,N
2967,N
2968,EI
2969,EI
2970,N
2971,IE
2972,N
2973,N
2974,IE
2975,EI
2976,N
2977,N
2978,N
2979,IE
2980,N
2981,EI
2982,N
2983,IE
2984,N
2985,N
2986,EI
2987,N
2988,N
2989,IE
2990,N
2991,N
2992,EI
2993,EI
2994,EI
2995,IE
2996,EI
2997,N
2998,N
2999,EI
3000,IE
3001,N
3002,N
3003,IE
3004,IE
3005,EI
3006,EI
3007,EI
3008,N
3009,N
3010,N
3011,N
3012,IE
3013,N
3014,IE
3015,EI
3016,IE
3017,N
3018,EI
3019,EI
3020,EI
3021,N
3022,N
3023,N
3024,EI
3025,N
3026,N
3027,IE
3028,IE
3029,IE
3030,IE
3031,N
3032,IE
3033,EI
3034,N
3035,IE
3036,IE
3037,EI
3038,N
3039,N
3040,EI
3041,N
3042,N
3043,N
3044,EI
3045,N
3046,EI
3047,N
3048,N
3049,IE
3050,IE
3051,N
3052,N
3053,N
3054,N
3055,N
3056,N
3057,N
3058,N
3059,IE
3060,N
3061,IE
3062,N
3063,IE
3064,IE
3065,IE
3066,N
3067,N
3068,N
3069,EI
3070,N
3071,IE
3072,IE
3073,N
3074,N
3075,EI
3076,IE
3077,EI
3078,EI
3079,N
3080,N
3081,N
3082,EI
3083,N
3084,N
3085,EI
3086,IE
3087,N
3088,IE
3089,N
3090,EI
3091,N
3092,N
3093,EI
3094,N
3095,EI
3096,N
3097,IE
3098,EI
3099,N
3100,N
3101,N
3102,IE
3103,N
3104,EI
3105,N
3106,N
3107,EI
3108,N
3109,EI
3110,N
3111,IE
3112,IE
3113,IE
3114,N
3115,EI
3116,IE
3117,N
3118,IE
3119,EI
3120,IE
3121,EI
3122,EI
3123,EI
3124,N
3125,N
3126,EI
3127,EI
3128,N
3129,IE
3130,N
3131,N
3132,IE
3133,IE
3134,N
3135,EI
3136,EI
3137,N
3138,EI
3139,N
3140,N
3141,N
3142,N
3143,EI
3144,IE
3145,EI
3146,IE
3147,N
3148,N
3149,EI
3150,IE
3151,N
3152,EI
3153,N
3154,N
3155,N
3156,IE
3157,N
3158,N
3159,EI
3160,EI
3161,IE
3162,N
3163,N
3164,EI
3165,IE
3166,IE
3167,N
3168,EI
3169,N
3170,IE
3171,N
3172,N
3173,N
3174,EI
3175,IE
3176,EI
3177,N
3178,N
3179,IE
3180,N
3181,N
3182,N
3183,N
3184,EI
3185,N
3186,IE
3187,N
3188,N
3189,IE
3190,N
